"cardmarketId","quantity","name","set","setCode","cn","condition","language","isFirstEd","isReverseHolo","isSigned","price","comment","location","nameDE","nameES","nameFR","nameIT","rarity","listedAt"
"563439","1","Houndoom Spirit Link","Red Flash","XY8r","056","EX","Japanese","","","","0.35","","","Hundemons Geistesbund","Vínculo Espiritual de Houndoom","Lien Spirituel Démolosse","Legame Mentale con Houndoom","Uncommon",""
"558659","1","Houndour","Super-Burst Impact","sm8","020","NM","Japanese","","","","0.1","","","Houndour [Team Hunt | Flare]","Houndour [Team Hunt | Flare]","Houndour [Team Hunt | Flare]","Houndour [Team Hunt | Flare]","Common",""
"702329","2","Houndour","Scarlet & Violet","SVI","033","NM","Italian","","true","","0.09","","","Hunduster [Bite | Flare]","Houndour [Bite | Flare]","Malosse [Bite | Flare]","Houndour [Bite | Flare]","Common",""
"805451","1","Houndour","Prismatic Evolutions","PRE","062","NM","Italian","","true","","0.08","","","Hunduster [Playful Kick]","Houndour [Playful Kick]","Malosse [Playful Kick]","Houndour [Playful Kick]","Common",""
"702329","6","Houndour","Scarlet & Violet","SVI","033","NM","Italian","","","","0.05","","","Hunduster [Bite | Flare]","Houndour [Bite | Flare]","Malosse [Bite | Flare]","Houndour [Bite | Flare]","Common",""
"725211","2","Houndour","Obsidian Flames","OBF","131","NM","Italian","","","","0.05","","","Hunduster [Coordinated Pack | Focus Fangs]","Houndour [Coordinated Pack | Focus Fangs]","Malosse [Coordinated Pack | Focus Fangs]","Houndour [Coordinated Pack | Focus Fangs]","Common",""
"805451","10","Houndour","Prismatic Evolutions","PRE","062","NM","Italian","","","","0.05","","","Hunduster [Playful Kick]","Houndour [Playful Kick]","Malosse [Playful Kick]","Houndour [Playful Kick]","Common",""
"693091","8","Houndour","Violet ex","sv1V","017","NM","Japanese","","","","0.05","","","Hunduster [Bite | Flare]","Houndour [Bite | Flare]","Malosse [Bite | Flare]","Houndour [Bite | Flare]","Common",""
"724023","11","Houndour","Ruler of the Black Flame","sv3","071","NM","Japanese","","","","0.05","","","Hunduster [Pack Coordination | Focus Fang]","Houndour [Pack Coordination | Focus Fang]","Malosse [Pack Coordination | Focus Fang]","Houndour [Pack Coordination | Focus Fang]","Common",""
"840632","9","Houndstone","Mega Symphonia","m1S","073","NM","Japanese","","","","1.5","","","Friedwuff [Horror Bite | Hammer In]","Houndstone [Horror Bite | Hammer In]","Tomberro [Horror Bite | Hammer In]","Houndstone [Horror Bite | Hammer In]","Illustration Rare",""
"747629","1","Houndstone","Shiny Treasure ex","sv4a","275","NM","Japanese","","","","0.99","","","Friedwuff [Last Respects]","Houndstone [Last Respects]","Tomberro [Last Respects]","Houndstone [Last Respects]","Holo Rare",""
"751580","3","Houndstone","Paldean Fates","PAF","043","NM","Italian","","","","0.15","","","Friedwuff [Last Respects]","Houndstone [Last Respects]","Tomberro [Last Respects]","Houndstone [Last Respects]","Rare",""
"693123","1","Houndstone","Violet ex","sv1V","048","NM","Japanese","","","","0.15","","","Friedwuff [Last Respects]","Houndstone [Last Respects]","Tomberro [Last Respects]","Houndstone [Last Respects]","Rare",""
"746480","10","Houndstone","Shiny Treasure ex","sv4a","098","NM","Japanese","","","","0.15","","","Friedwuff [Last Respects]","Houndstone [Last Respects]","Tomberro [Last Respects]","Houndstone [Last Respects]","Fixed",""
"725181","8","Houndstone","Obsidian Flames","OBF","101","NM","Italian","","","","0.1","","","Friedwuff [Rear Kick | Two Four-ocious]","Houndstone [Rear Kick | Two Four-ocious]","Tomberro [Rear Kick | Two Four-ocious]","Houndstone [Rear Kick | Two Four-ocious]","Uncommon",""
"724001","2","Houndstone","Ruler of the Black Flame","sv3","054","NM","Japanese","","","","0.1","","","Friedwuff [Rear Kick | Two Four-ocious]","Houndstone [Rear Kick | Two Four-ocious]","Tomberro [Rear Kick | Two Four-ocious]","Houndstone [Rear Kick | Two Four-ocious]","Uncommon",""
"708468","6","Houndstone ex","Scarlet & Violet ex Special Set","svP1","007","NM","Japanese","","true","","2.84","","","Friedwuff ex [Big Bite | Last Respects]","Houndstone ex [Big Bite | Last Respects]","Tomberro ex [Big Bite | Last Respects]","Houndstone ex [Big Bite | Last Respects]","Fixed",""
"708468","8","Houndstone ex","Scarlet & Violet ex Special Set","svP1","007","NM","Japanese","","","","1.5","","","Friedwuff ex [Big Bite | Last Respects]","Houndstone ex [Big Bite | Last Respects]","Tomberro ex [Big Bite | Last Respects]","Houndstone ex [Big Bite | Last Respects]","Fixed",""
"761048","1","Houndstone ex","Scarlet & Violet Battle Academy","svIba","028","NM","Japanese","","","","0.98","","","Friedwuff ex [Horror Fangs]","Houndstone ex [Horror Fangs]","Tomberro ex [Horror Fangs]","Houndstone ex [Horror Fangs]","Fixed",""
"608688","1","Hunting Gloves","Brilliant Stars","BRS","142","NM","Italian","","","","0.1","","","Jagdhandschuhe","Guantes de Caza","Gants de Chasse","Guanti da Caccia","Uncommon",""
"779022","10","Hydrapple ex","Stellar Miracle","sv7","012","NM","Japanese","","","","0.3","","","Hydrapple ex [Ripening Charge | Syrup Storm]","Schlangel ex [Ripening Charge | Syrup Storm]","Verochi ex [Ripening Charge | Syrup Storm]","Appliserpe ex [Ripening Charge | Syrup Storm]","Double Rare",""
"803123","29","Hydrapple ex","Terastal Festival ex","sv8a","010","NM","Japanese","","","","0.3","","","Hydrapfel ex [Ripening Charge | Syrup Storm]","Hydrapple ex [Ripening Charge | Syrup Storm]","Pomdorochi ex [Ripening Charge | Syrup Storm]","Hydrapple ex [Ripening Charge | Syrup Storm]","Double Rare",""
"793506","1","Hydreigon ex","Super Electric Breaker","sv8","072","NM","Japanese","","","","0.3","","","Trikephalo ex [Crashing Headbutt | Obsidian]","Hydreigon ex [Crashing Headbutt | Obsidian]","Trioxhydre ex [Crashing Headbutt | Obsidian]","Hydreigon ex [Crashing Headbutt | Obsidian]","Double Rare",""
"829065","8","Hydreigon ex","White Flare JP","sv11W","062","NM","Japanese","","","","0.3","","","Trikephalo ex [Greed Eater | Dark Bite]","Hydreigon ex [Greed Eater | Dark Bite]","Trioxhydre ex [Greed Eater | Dark Bite]","Hydreigon ex [Greed Eater | Dark Bite]","Double Rare",""
"761515","40","Hyper Aroma","Crimson Haze","sv5a","055","NM","Japanese","","","","0.3","","","Hyperaroma","Hiperesencia","Hyper Arôme","Iperaroma","ACE Rare",""
"783751","1","Hypno","Venusaur, Charizard & Blastoise Random Constructed Starter Decks","pcgA","028","PL","Japanese","","","","1.78","","","Hypno [Eerie Aura | Hypnotic Ray]","Hypno [Eerie Aura | Hypnotic Ray]","Hypnomade [Eerie Aura | Hypnotic Ray]","Hypno [Eerie Aura | Hypnotic Ray]","Fixed",""
"702379","2","Hypno","Scarlet & Violet","SVI","083","NM","Italian","","","","0.1","","","Hypno [Pendulum Influence | Psychic Sphere]","Hypno [Pendulum Influence | Psychic Sphere]","Hypnomade [Pendulum Influence | Psychic Sphere]","Hypno [Pendulum Influence | Psychic Sphere]","Uncommon",""
"780908","2","Hypno","Shrouded Fable","SFA","017","NM","Italian","","","","0.1","","","Hypno [Daydream]","Hypno [Daydream]","Hypnomade [Daydream]","Hypno [Daydream]","Uncommon",""
"558138","8","Hypno","Full Metal Wall","sm9b","020","NM","Japanese","","","","0.1","","","Hypno [Gedankenreiz]","Hypno [Hypnotic Pendulum | Stir the Brain]","Hypno [Hypnotic Pendulum | Stir the Brain]","Hypno [Hypnotic Pendulum | Stir the Brain]","Uncommon",""
"560448","11","Hypno","Silver Lance","s6h","032","NM","Japanese","","","","0.1","","","Hypno [Hypnosis | Wake-Up Slap]","Hypno [Hypnosis | Wake-Up Slap]","Hypnomade [Hypnosis | Wake-Up Slap]","Hypno [Hypnosis | Wake-Up Slap]","Uncommon",""
"693114","2","Hypno","Violet ex","sv1V","039","NM","Japanese","","","","0.1","","","Hypno [Pendulum Influence | Psychic Sphere]","Hypno [Pendulum Influence | Psychic Sphere]","Hypnomade [Pendulum Influence | Psychic Sphere]","Hypno [Pendulum Influence | Psychic Sphere]","Uncommon",""
"567271","1","Ice Rider Calyrex V","Chilling Reign","CRE","163","NM","English","","","","4.88","","","Schimmelreiter-Coronospa V [Pierce | Glacial Lance]","Calyrex Jinete Glacial V [Pierce | Glacial Lance]","Sylveroy Cavalier du Froid V [Pierce | Glacial Lance]","Calyrex Cavaliere Glaciale V [Pierce | Glacial Lance]","Ultra Rare",""
"587018","1","Ice Rider Calyrex V","VMAX Climax","s8b","220","EX","Japanese","","","","4.79","","","Schimmelreiter-Coronospa V [Pierce | Glacial Lance]","Calyrex Jinete Glacial V [Pierce | Glacial Lance]","Sylveroy Cavalier du Froid V [Pierce | Glacial Lance]","Calyrex Cavaliere Glaciale V [Pierce | Glacial Lance]","Character Super Rare",""
"557962","1","Ice Rider Calyrex V","Silver Lance & Jet Black Spirit Jumbo Pack Set","sp3","001","NM","Japanese","","","","0.8","","","Ice Rider Calyrex V [Blizzard | Frost Stamp]","Ice Rider Calyrex V [Blizzard | Frost Stamp]","Ice Rider Calyrex V [Blizzard | Frost Stamp]","Ice Rider Calyrex V [Blizzard | Frost Stamp]","Fixed",""
"587835","6","Ice Rider Calyrex V","Start Deck 100","sI100","125","NM","Japanese","","","","0.69","","","Schimmelreiter-Coronospa V [Pierce | Glacial Lance]","Calyrex Jinete Glacial V [Pierce | Glacial Lance]","Sylveroy Cavalier du Froid V [Pierce | Glacial Lance]","Calyrex Cavaliere Glaciale V [Pierce | Glacial Lance]","Fixed",""
"560443","1","Ice Rider Calyrex V","Silver Lance","s6h","027","NM","Japanese","","","","0.48","","","Schimmelreiter-Coronospa V [Pierce | Glacial Lance]","Calyrex Jinete Glacial V [Pierce | Glacial Lance]","Sylveroy Cavalier du Froid V [Pierce | Glacial Lance]","Calyrex Cavaliere Glaciale V [Pierce | Glacial Lance]","Double Rare",""
"586559","6","Ice Rider Calyrex V","VMAX Climax","s8b","043","NM","Japanese","","","","0.39","","","Schimmelreiter-Coronospa V [Pierce | Glacial Lance]","Calyrex Jinete Glacial V [Pierce | Glacial Lance]","Sylveroy Cavalier du Froid V [Pierce | Glacial Lance]","Calyrex Cavaliere Glaciale V [Pierce | Glacial Lance]","Double Rare",""
"587019","4","Ice Rider Calyrex VMAX","VMAX Climax","s8b","221","NM","Japanese","","","","5.98","","","Schimmelreiter-Coronospa VMAX [Ritt des Kaisers | Dyna-Lanze]","Calyrex Jinete Glacial VMAX [Paseo del Emperador | Maxilanza]","Sylveroy Cavalier du Froid VMAX [Chevauchée Impériale | Lançomax]","Calyrex Cavaliere Glaciale VMAX [Cavalcata dell'Imperatore | Dynalancia]","Character Super Rare",""
"587019","1","Ice Rider Calyrex VMAX","VMAX Climax","s8b","221","EX","Japanese","","","","4","","","Schimmelreiter-Coronospa VMAX [Ritt des Kaisers | Dyna-Lanze]","Calyrex Jinete Glacial VMAX [Paseo del Emperador | Maxilanza]","Sylveroy Cavalier du Froid VMAX [Chevauchée Impériale | Lançomax]","Calyrex Cavaliere Glaciale VMAX [Cavalcata dell'Imperatore | Dynalancia]","Character Super Rare",""
"560444","3","Ice Rider Calyrex VMAX","Silver Lance","s6h","028","NM","Japanese","","","","0.78","","","Schimmelreiter-Coronospa VMAX [Ritt des Kaisers | Dyna-Lanze]","Calyrex Jinete Glacial VMAX [Paseo del Emperador | Maxilanza]","Sylveroy Cavalier du Froid VMAX [Chevauchée Impériale | Lançomax]","Calyrex Cavaliere Glaciale VMAX [Cavalcata dell'Imperatore | Dynalancia]","Triple Rare",""
"586560","7","Ice Rider Calyrex VMAX","VMAX Climax","s8b","044","NM","Japanese","","","","0.48","","","Schimmelreiter-Coronospa VMAX [Ritt des Kaisers | Dyna-Lanze]","Calyrex Jinete Glacial VMAX [Paseo del Emperador | Maxilanza]","Sylveroy Cavalier du Froid VMAX [Chevauchée Impériale | Lançomax]","Calyrex Cavaliere Glaciale VMAX [Cavalcata dell'Imperatore | Dynalancia]","Triple Rare",""
"564433","15","Illumise","Collection Y","XY1y","006","NM","Japanese","true","","","0.45","","","Illumise [Pheromotion | Quick Attack]","Illumise [Pheromotion | Quick Attack]","Illumise [Pheromotion | Quick Attack]","Illumise [Pheromotion | Quick Attack]","Common",""
"769184","1","Illumise","Twilight Masquerade","TWM","010","NM","Italian","","","","0.05","","","Illumise [Slowing Perfume | Glide]","Illumise [Slowing Perfume | Glide]","Lumivole [Slowing Perfume | Glide]","Illumise [Slowing Perfume | Glide]","Common",""
"560492","3","Impact Energy","Silver Lance","s6h","070","NM","Japanese","","","","0.1","","","Wirkungs-Energie","Energía Impacto","Énergie Impact","Energia Impatto","Uncommon",""
"522310","2","Impidimp","Shiny Star V","s4a","282","NM","Japanese","","","","1.53","","","Impidimp [Beat | Stampede]","Impidimp [Beat | Stampede]","Impidimp [Beat | Stampede]","Impidimp [Beat | Stampede]","Secret Rare",""
"587996","3","Impidimp","Start Deck 100","sI100","286","NM","Japanese","","","","0.09","","","Bähmon [Call for Family | Bite]","Impidimp [Call for Family | Bite]","Grimalin [Call for Family | Bite]","Impidimp [Call for Family | Bite]","Fixed",""
"582804","3","Impidimp","Fusion Strike","FST","176","NM","Italian","","","","0.05","","","Bähmon [Play Rough]","Impidimp [Play Rough]","Grimalin [Play Rough]","Impidimp [Play Rough]","Common",""
"608638","9","Impidimp","Brilliant Stars","BRS","092","NM","Italian","","","","0.05","","","Bähmon [Call for Family | Bite]","Impidimp [Call for Family | Bite]","Grimalin [Call for Family | Bite]","Impidimp [Call for Family | Bite]","Common",""
"521505","1","Impidimp","Shiny Star V","s4a","121","NM","Japanese","","","","0.05","","","Impidimp [Beat | Stampede]","Impidimp [Beat | Stampede]","Impidimp [Beat | Stampede]","Impidimp [Beat | Stampede]","Common",""
"557371","2","Incineroar","Double Blaze","sm10","016","NM","Japanese","","","","0.1","","","Incineroar [Flammenwurf]","Incineroar [Strong Cheer | Flamethrower]","Incineroar [Strong Cheer | Flamethrower]","Incineroar [Strong Cheer | Flamethrower]","Uncommon",""
"752969","3","Incineroar ex","Cyber Judge","sv5M","085","NM","Japanese","","","","1.49","","","Fuegro ex [Hustle Play | Blaze Bomb]","Incineroar ex [Hustle Play | Blaze Bomb]","Félinferno ex [Hustle Play | Blaze Bomb]","Incineroar ex [Hustle Play | Blaze Bomb]","Ultra Rare",""
"752903","13","Incineroar ex","Cyber Judge","sv5M","022","NM","Japanese","","","","0.3","","","Fuegro ex [Hustle Play | Blaze Bomb]","Incineroar ex [Hustle Play | Blaze Bomb]","Félinferno ex [Hustle Play | Blaze Bomb]","Incineroar ex [Hustle Play | Blaze Bomb]","Double Rare",""
"565163","1","Incineroar GX","Sun & Moon Starter Set","smA","011","GD","Japanese","","","","2.23","","","Fuegro GX [Schneller Streich | Tigerschleuder]","Incineroar GX [Impacto Vigoroso | Golpe Tigre]","Félinferno GX [Frappe Bousculante | Projection de Tigre]","Incineroar GX [Colpo Vigoroso | Colpo della Tigre]","Fixed",""
"558606","5","Incineroar GX","Dark Order","sm8a","032","NM","Japanese","","","","0.99","","","Incineroar GX [Scar Charge | Crushing Punch | Darkest Tornado GX]","Incineroar GX [Scar Charge | Crushing Punch | Darkest Tornado GX]","Incineroar GX [Scar Charge | Crushing Punch | Darkest Tornado GX]","Incineroar GX [Scar Charge | Crushing Punch | Darkest Tornado GX]","Double Rare",""
"544036","11","Incineroar GX","Tag Team GX: Tag All Stars","sm12a","082","NM","Japanese","","","","0.88","","","Incineroar GX [Scar Charge | Crushing Punch | Darkest Tornado GX]","Incineroar GX [Scar Charge | Crushing Punch | Darkest Tornado GX]","Incineroar GX [Scar Charge | Crushing Punch | Darkest Tornado GX]","Incineroar GX [Scar Charge | Crushing Punch | Darkest Tornado GX]","Double Rare",""
"481774","10","Incineroar V","V Starter Decks","sD","15","NM","Japanese","","","","1.96","","","Incineroar V [Grand Flame | Flare Blitzer]","Incineroar V [Grand Flame | Flare Blitzer]","Incineroar V [Grand Flame | Flare Blitzer]","Incineroar V [Grand Flame | Flare Blitzer]","Fixed",""
"522190","3","Indeedee","Shiny Star V","s4a","258","NM","Japanese","","","","1.48","","","Indeedee [Replenish Time | Psybeam]","Indeedee [Replenish Time | Psybeam]","Indeedee [Replenish Time | Psybeam]","Indeedee [Replenish Time | Psybeam]","Secret Rare",""
"533872","1","Indeedee","Rapid Strike Master","s5R","60","NM","Japanese","","","","0.23","","","Indeedee [Collect | Hand Kinesis]","Indeedee [Collect | Hand Kinesis]","Indeedee [Collect | Hand Kinesis]","Indeedee [Collect | Hand Kinesis]","Common",""
"739001","1","Indeedee","Scarlet & Violet","SVI","153","NM","Italian","","","","0.15","","","Servol [Expert Nurturer | Hypnoblast]","Indeedee [Expert Nurturer | Hypnoblast]","Wimessir [Expert Nurturer | Hypnoblast]","Indeedee [Expert Nurturer | Hypnoblast]","Rare",""
"794402","7","Indeedee","Standard Series Promos","SSP","093","NM","Italian","","","","0.1","","","Servol [Obliging Heal | Super Psy Bolt]","Indeedee [Obliging Heal | Super Psy Bolt]","Wimessir [Obliging Heal | Super Psy Bolt]","Indeedee [Obliging Heal | Super Psy Bolt]","Uncommon",""
"793492","1","Indeedee","Super Electric Breaker","sv8","058","NM","Japanese","","","","0.1","","","Servol [Obliging Heal | Super Psy Bolt]","Indeedee [Obliging Heal | Super Psy Bolt]","Wimessir [Obliging Heal | Super Psy Bolt]","Indeedee [Obliging Heal | Super Psy Bolt]","Uncommon",""
"466719","1","Indeedee","VMAX Rising","s1a","38","NM","Japanese","","","","0.09","","","Indeedee [Replenish Time | Psybeam]","Indeedee [Replenish Time | Psybeam]","Indeedee [Replenish Time | Psybeam]","Indeedee [Replenish Time | Psybeam]","Common",""
"582663","1","Indeedee","Fusion Strike","FST","127","NM","Italian","","","","0.05","","","Servol [Call for Family | Heart Sign]","Indeedee [Call for Family | Heart Sign]","Wimessir [Call for Family | Heart Sign]","Indeedee [Call for Family | Heart Sign]","Common",""
"682133","28","Indeedee","Silver Tempest","SIT","086","NM","Italian","","","","0.05","","","Servol [Smart Service | Smack]","Indeedee [Smart Service | Smack]","Wimessir [Smart Service | Smack]","Indeedee [Smart Service | Smack]","Common",""
"565795","10","Indeedee","Eevee Heroes","s6a","045","NM","Japanese","","","","0.05","","","Servol [Call for Family | Heart Sign]","Indeedee [Call for Family | Heart Sign]","Wimessir [Call for Family | Heart Sign]","Indeedee [Call for Family | Heart Sign]","Common",""
"521320","5","Indeedee V","Shiny Star V","s4a","84","NM","Japanese","","","","0.3","","","Servol V [Psychokinese]","Indeedee V [Psíquico]","Wimessir V [Psyko]","Indeedee V [Psichico]","Double Rare",""
"559974","1","Infernape","Ultra Sun","sm5s","020","NM","Japanese","","","","1.39","","","Infernape [Flaming Fighter | Burst Punch]","Infernape [Flaming Fighter | Burst Punch]","Infernape [Flaming Fighter | Burst Punch]","Infernape [Flaming Fighter | Burst Punch]","Rare",""
"700331","2","Infernape","Brilliant Stars","BRS","026","NM","Italian","","","","0.15","","","Panferno [Infernal Vortex | Burning Kick]","Infernape [Infernal Vortex | Burning Kick]","Simiabraz [Infernal Vortex | Burning Kick]","Infernape [Infernal Vortex | Burning Kick]","Holo Rare",""
"769207","7","Infernape","Twilight Masquerade","TWM","033","NM","Italian","","","","0.15","","","Panferno [Pyro Dance | Scorching Fire]","Infernape [Pyro Dance | Scorching Fire]","Simiabraz [Pyro Dance | Scorching Fire]","Infernape [Pyro Dance | Scorching Fire]","Rare",""
"278617","1","Infernape [4] Lv.55","Rising Rivals","RR","43","EX","Italian","","true","","5.08","","","Panferno [4] Lv.55 [Split Bomb | High Jump Kick]","Infernape [4] Lv.55 [Split Bomb | High Jump Kick]","Simiabraz [4] Lv.55 [Split Bomb | High Jump Kick]","Infernape [4] Lv.55 [Split Bomb | High Jump Kick]","Uncommon",""
"564462","1","Inkay","Collection Y","XY1y","035","NM","Japanese","true","","","0.28","","","Inkay [Upside-Down Evolution | Confusion Wave]","Inkay [Upside-Down Evolution | Confusion Wave]","Inkay [Upside-Down Evolution | Confusion Wave]","Inkay [Upside-Down Evolution | Confusion Wave]","Common",""
"481394","1","Inkay","Infinity Zone","s3","59","NM","Japanese","","","","0.23","","","Inkay [Tackle | Attack from Behind]","Inkay [Tackle | Attack from Behind]","Inkay [Tackle | Attack from Behind]","Inkay [Tackle | Attack from Behind]","Common",""
"564813","1","Inkay","Tag Team GX Premium Trainer Box","smJ","008","NM","Japanese","","","","0.1","","","Inkay [Hypnosis]","Inkay [Hypnosis]","Sepiatop [Hypnosis]","Inkay [Hypnosis]","Fixed",""
"674090","9","Inkay","Lost Origin","LOR","077","NM","Italian","","","","0.05","","","Iscalar [Fickle Attack]","Inkay [Fickle Attack]","Sepiatop [Fickle Attack]","Inkay [Fickle Attack]","Common",""
"674134","6","Inkay","Lost Origin","LOR","121","NM","Italian","","","","0.05","","","Iscalar [Call for Family | Tackle]","Inkay [Call for Family | Tackle]","Sepiatop [Call for Family | Tackle]","Inkay [Call for Family | Tackle]","Common",""
"725217","2","Inkay","Obsidian Flames","OBF","137","NM","Italian","","","","0.05","","","Iscalar [Hug]","Inkay [Hug]","Sepiatop [Hug]","Inkay [Hug]","Common",""
"724027","7","Inkay","Ruler of the Black Flame","sv3","075","NM","Japanese","","","","0.05","","","Iscalar [Hug]","Inkay [Hug]","Sepiatop [Hug]","Inkay [Hug]","Common",""
"566251","2","Inteleon","Eevee Heroes","s6a","098","NM","Japanese","","","","7.94","","","Intelleon [Quick Shooting | Waterfall]","Inteleon [Quick Shooting | Waterfall]","Lézargus [Quick Shooting | Waterfall]","Inteleon [Quick Shooting | Waterfall]","Secret Rare",""
"522030","2","Inteleon","Shiny Star V","s4a","226","NM","Japanese","","","","3.33","","","Intelleon [Dunkle Machenschaften | Aquageschoss]","Inteleon [Negocios Turbios | Bala Agua]","Lézargus [Affaires Louches | Aquaballe]","Inteleon [Trama Sospetta | Idrodardo]","Secret Rare",""
"840628","15","Inteleon","Mega Symphonia","m1S","069","NM","Japanese","","","","1.5","","","Intelleon [Bring Down | Water Shot]","Inteleon [Bring Down | Water Shot]","Lézargus [Bring Down | Water Shot]","Inteleon [Bring Down | Water Shot]","Illustration Rare",""
"466619","1","Inteleon V","VMAX Rising","s1a","73","NM","Japanese","","","","9.98","","","Intelleon V [Snipe Shot | Aqua Report]","Inteleon V [Snipe Shot | Aqua Report]","Inteleon V [Snipe Shot | Aqua Report]","Inteleon V [Snipe Shot | Aqua Report]","Ultra Rare",""
"587829","1","Inteleon V","Start Deck 100","sI100","119","NM","Japanese","","","","0.67","","","Intelleon V [Surfer | Aquageschoss]","Inteleon V [Surf | Bala Agua]","Lézargus V [Surf | Aquaballe]","Inteleon V [Surf | Idrodardo]","Fixed",""
"564262","6","Inteleon V","Inteleon VMAX High-Class Deck","sGI","005","NM","Japanese","","","","0.38","","","Intelleon V [Surfer | Aquageschoss]","Inteleon V [Surf | Bala Agua]","Lézargus V [Surf | Aquaballe]","Inteleon V [Surf | Idrodardo]","Fixed",""
"807712","1","Iono's Bellibolt ex","Battle Partners","sv9","125","NM","Japanese","","","","65","","","Enigmaras Wampitz ex [Electric Streamer | Thunderous Bolt]","Bellibolt de e-Nigma ex [Electric Streamer | Thunderous Bolt]","Ampibidou de Mashynn ex [Electric Streamer | Thunderous Bolt]","Bellibolt di Kissara ex [Electric Streamer | Thunderous Bolt]","Special Illustration Rare",""
"807617","10","Iono's Bellibolt ex","Battle Partners","sv9","030","NM","Japanese","","","","0.3","","","Enigmaras Wampitz ex [Electric Streamer | Thunderous Bolt]","Bellibolt de e-Nigma ex [Electric Streamer | Thunderous Bolt]","Ampibidou de Mashynn ex [Electric Streamer | Thunderous Bolt]","Bellibolt di Kissara ex [Electric Streamer | Thunderous Bolt]","Double Rare",""
"861300","37","Iono's Bellibolt ex","MEGA Dream ex","m2a","057","NM","Japanese","","","","0.3","","","Enigmaras Wampitz ex [Electric Streamer | Thunderous Bolt]","Bellibolt ex de e-Nigma [Electric Streamer | Thunderous Bolt]","Ampibidou ex de Mashynn [Electric Streamer | Thunderous Bolt]","Bellibolt ex di Kissara [Electric Streamer | Thunderous Bolt]","Double Rare",""
"807616","4","Iono's Tadbulb","Battle Partners","sv9","029","NM","Japanese","","","","0.05","","","Enigmaras Blipp [Tiny Charge]","Tadbulb de e-Nigma [Tiny Charge]","Têtampoule de Mashynn [Tiny Charge]","Tadbulb di Kissara [Tiny Charge]","Common",""
"807434","1","Iono's Wattrel","Scarlet & Violet Promos","SV-P","232","NM","Japanese","","","","44.98","PSA 9","PSA 9","Enigmaras Voltrel [Quick Attack]","Wattrel de e-Nigma [Quick Attack]","Zapétrel de Mashynn [Quick Attack]","Wattrel di Kissara [Quick Attack]","Promo",""
"807618","2","Iono's Wattrel","Battle Partners","sv9","031","NM","Japanese","","","","0.05","","","Enigmaras Voltrel [Quick Attack]","Wattrel de e-Nigma [Quick Attack]","Zapétrel de Mashynn [Quick Attack]","Wattrel di Kissara [Quick Attack]","Common",""
"687711","23","Irida","VSTAR Universe","s12a","149","NM","Japanese","","","","0.49","","","Perla","Nákara","Nacchara","Perula","Fixed",""
"651123","9","Irida","Space Juggler","s10P","064","NM","Japanese","","","","0.24","","","Perla","Nákara","Nacchara","Perula","Rare",""
"785925","4","Iron Boulder","Stellar Crown","SCR","071","NM","Italian","","","","0.15","","","Eisenfels [Adjusted Horn]","Ferromole [Adjusted Horn]","Roc-de-Fer [Adjusted Horn]","Massoferreo [Adjusted Horn]","Rare",""
"805435","2","Iron Boulder","Prismatic Evolutions","PRE","046","NM","Italian","","","","0.15","","","Eisenfels [Adjusted Horn]","Ferromole [Adjusted Horn]","Roc-de-Fer [Adjusted Horn]","Massoferreo [Adjusted Horn]","Rare",""
"803190","2","Iron Boulder","Terastal Festival ex","sv8a","077","NM","Japanese","","","","0.02","","","Eisenfels [Adjusted Horn]","Ferromole [Adjusted Horn]","Roc-de-Fer [Adjusted Horn]","Massoferreo [Adjusted Horn]","Fixed",""
"752924","15","Iron Boulder ex","Cyber Judge","sv5M","041","NM","Japanese","","","","0.3","","","Eisenfels ex [Repulsor Axe | Power Stamp]","Ferromole ex [Repulsor Axe | Power Stamp]","Roc-de-Fer ex [Repulsor Axe | Power Stamp]","Massoferreo ex [Repulsor Axe | Power Stamp]","Double Rare",""
"740547","1","Iron Bundle","Paradox Rift","PAR","056","NM","Italian","","","","0.1","","","Eisenbündel [Hyper Blower | Refrigerated Stream]","Ferrosaco [Hyper Blower | Refrigerated Stream]","Hotte-de-Fer [Hyper Blower | Refrigerated Stream]","Saccoferreo [Hyper Blower | Refrigerated Stream]","Uncommon",""
"769236","1","Iron Bundle","Twilight Masquerade","TWM","062","NM","Italian","","","","0.1","","","Eisenbündel [Interjet]","Ferrosaco [Interjet]","Hotte-de-Fer [Interjet]","Saccoferreo [Interjet]","Uncommon",""
"794321","8","Iron Bundle","Standard Series Promos","SSP","055","NM","Italian","","","","0.1","","","Eisenbündel [Gusting Collision]","Ferrosaco [Gusting Collision]","Hotte-de-Fer [Gusting Collision]","Saccoferreo [Gusting Collision]","Uncommon",""
"741847","3","Iron Bundle","Future Flash","sv4M","020","NM","Japanese","","","","0.1","","","Eisenbündel [Hyper Blower | Refrigerated Stream]","Ferrosaco [Hyper Blower | Refrigerated Stream]","Hotte-de-Fer [Hyper Blower | Refrigerated Stream]","Saccoferreo [Hyper Blower | Refrigerated Stream]","Uncommon",""
"793465","3","Iron Bundle","Super Electric Breaker","sv8","031","NM","Japanese","","","","0.1","","","Eisenbündel [Gusting Collision]","Ferrosaco [Gusting Collision]","Hotte-de-Fer [Gusting Collision]","Saccoferreo [Gusting Collision]","Uncommon",""
